asin,title,category_path,label
B00IHI8CSE,AX Paris Women's Contrast Crochet Midi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00014769S,Rago Women's Waist Cincher,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00EGJHGX0,Libian Women's Junior Plus Size Stripe Double Slit Maxi Dress Skirt,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B002Y2RC8A,"Shabby Apple Women's Dress - Midtown, xl","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CU9VQI4,Tbags Los Angeles Women's Strapless Printed Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00J94MYDE,247 Frenzy Women's Sheer Printed Hi Lo Woven Skirt Long Dress - Purple Green Aqua (Small),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CMY0VPQ,"Sheer Dress Pockets in Navy, Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B005XIDAE2,"aryn K Women's Surplus Dress, Green Tribal, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BDMCH3W,Rabbit Rabbit Polka Dot Print Dress NAVY BLUE/WHITE 14,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0040MEJ0Q,Triangle Pals Breast Enhancers,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B004CM6344,Hanes Women's Cotton Briefs ( 3 Pairs ),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B001CUXDC4,Freya Women's Active Underwire Sports Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00K6DB1Y0,Urparcel Women Leopard Swing Mini Dress Crewneck Tunic Party Sundress Summer,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00021USN6,Freya Women's Rio Underwire Balcony Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00J2EDMKA,Silky Night Shirt Sleep Shirt O/S Plus (see measurements),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00B182RKQ,Bali Women's Comfort Indulgence Back Smoothing Foam Underwire Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B008LRMYBW,"Tiana B Women's Perfectly Placed Paisley Dress, Black/Blue, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B007FCEJXA,Playgirl Overbust Full Steel Boned Shaper Corset In Black &amp; Silver Floral Print,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00EY9KFG2,NoeMie Women's Floral Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00B8PX3GY,"Magaschoni Women's Cowl Front Dress, Deep Blue, 8","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00DGMPK68,kingmalls Womens mother of the brides elegant Party Dresses,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00GPJR0SU,Eliza J Women's Sleeveless Maxi Dress with Pleated Bodice,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B007GCGLVM,"Boxercraft Purple &amp; Gold Flannel Tie Cord Pants for Sports, Lounging, Teams Youth Large-Purple/Gold","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00D3HERBA,"Ahh Bra Pack of 3 - Seamless Leisure Bra (Purple, Light Pink, Sea Blue)","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00B89H8NO,Koh Koh Women's Grecian Insprired One Shoulder Cocktail Evening Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B003O7IMZG,"Hello Kitty Juniors Robe, Pink Print, Medium","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00008ID1S,Jockey Women's Underwear Elance Bikini - 3 Pack,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00BXP0CQI,Peach Couture&reg; Bright &amp; Bold Sleeveless Criss-Cross Waistline High-Low Dresses,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BPIPZXS,Mlaemq Lace Sexy Lingerie Three-Piece Jacket+Babydoll+G String Color Black One Size,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00AAQ1D8W,Green Trade Women's Boned Corset Brocade Bustier,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B000VY7KAI,New Black Medium Full Drawstring Bridal Petticoat Wedding Gown Slip (103DSB),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00D77Y8AG,Koh Koh Women's Slimming Key Hole Sleeveless Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B005MQX4ZU,Body Shapers For Women Lace Reducer Body 280 Thong. Girdles Fajas - Bodysuits - Shapewear Bottoms - Firm-Control Shapewear -Bodyshaper,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B008OVRMMG,V Neck Long Sleeve Pullover Tunic Dress for Ladies,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B007GGC0OK,Strapless Chiffon Goddess Long Gown Prom Dress Formal Bridesmaid Junior Plus Size,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00E7MONWS,"Miusol Women's sexy White Zips Slim Ladies Cap Sleeve Stretch Cocktail Party Dresses ,White,XX-Large/US Size 12","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B008V5M72K,Meier Women's Lace Emboridery Chiffon Gown,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00FTZGJMO,Fashion Plaza Women's Strapless Lace Up Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00I5DSH6I,Plus size off the shoulder dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B005G01684,"maxandcleo Women's Jacquard Bead Dress, Gold, 8","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B009E5T8F0,Casual Moments Women's 52 Shawl Collar Wrap Robe With Waffle Trim,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0078P7X6E,"Playtex Thank Goodness It Fits Wire Free Seamless Bra (34 Nearly C, Black)","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B007KIF1BI,"Carole Hochman Women's Festive Ikat Bouquet Pajama Set, Festive Ikat Bouquet Black, X-Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B004MKN4KC,"Pure Fiber Organic Cotton Terrycloth Bathrobe, Ecru, Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00GHJ5364,Haute 18 Women's Plus Size Long Solid Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00DUGA2QI,"G2 Chic Women's Navy and White Fit and Flare Dress with Spaghetti Straps(DRS-CAS,DBL-L)","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B001HVMUOK,SPANX Bra-llelujah Wireless Front Closure Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DP6QLVS,MOD 20 Women's Water Color Ruffled Dress Peach L(4051),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00E8DQ58Q,"In Bloom by Jonquil Women's Chemise, Ivory/Black Dots, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DVGIFFW,Dear-lover Women's Ladies V-neck Mini Slim Lace Dress Clubwear Half Sleeves,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0021CNJ7Q,"Jockey Women's Underwear Classic Brief - 3 Pack , white, 7","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0078IRREE,"Hanes Women's Classics Soft Stretch Bikini Panties 3-Pack, Assorted","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00JQFRHTM,GURAIO Women's Celebrity Midi Sexy Bodycon Pencil Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B007P6MD2U,One Shoulder Jersey Dress with Pleated Cascade,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00J0BG7D4,FULL TILT Slip Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B002O177TK,"prAna Women's Lola Dress, Green, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B003P2VQ5S,Playtex Women's 18 Hour Gel Comfort Strap Wire Free Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00FIDPHPM,MOD 20 Women's Gem Collar Asymmetrical Dress Mint M(4279),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B003VYANO0,Curvy Kate Womens Princess Thong Panty,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00EEERQC8,Sakkas Women's Sequin Embroidered Smocked Bodice Knee Length Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0093KTFMW,Bslingerie Womens Satin Boned Bridal Bustier Corset,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00BREKYP4,"Trina Turk Women's Embarcadero Stripe Jersey Dene Dress, Multi, 4","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00792K17E,Individual 20 Mid-Thigh Short,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00EC9V4E6,FruitVogue Women's Demi &amp; Balconette Underwire Lightly Padded Lace Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B004QKK3B6,PacificPlex Women's Plus Size Cowl Back Satin Long Gown with Crystal Pin,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B009NCHBBM,My Michelle Juniors Off The Shoulder Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B009GY7K4A,BinZii Women's Mid-Thigh Strapless Bandage Dress - Large - Pale Green,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B004JHXOF8,"Laundry By Shelli Segal Women's Rachelle Lace Dress, Abyss, 10","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B004VQPO78,Vanity Fair Women's True Comfort Five-pack Brief Panties #13330,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B004PVTSL2,"Three Dots Women's Light Weight Viscose Short Sleeve Open Crew Neck Dress With Gathering Detail, Purple Isle, Medium","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B002RV7OK4,Freya Women's Deco UW Moulded Plunge Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00IJHW036,Plum Feathers Paisley Knotted Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0068DH006,Bali Women's No Lines No Slip Bikini Panty with Lace Waistband,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00F93CNQC,"Adrianna Papell Women's Sleeveless Shirred Mermaid Dress, Charcoal, 8","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B000GEQMGQ,Natori Underneath Lace Trim Body Doubles Soft Contour Bra (36C Cafe),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00BUOKTP6,"Three Dots Red Women's Dress, White, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BDPAKAQ,SPANX Womens Bra-llelujah! Underwire Contour Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00C1YXK78,"Kensie Women's Jersey Cold Shoulder Dress, Tomato, Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B000OGF8RU,TC Fine Intimates Seamless Firm Control Camisole Shapewear,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DS167AK,Natori Women's Feathers Sleepshirt,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00FMB378O,LnLClothing Sweetheart Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00FRZ22IQ,Cool-jams Wicking Sleepwear Women's Wicking Mix &amp; Match Cami Top with Support,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B003CT2YYQ,"Felina Women's Annelise - Unlined Full-Busted Bra - 110151,Fawn,38DD","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00K0SZWI2,Azkara Women's High Waisted Versatile Basic Sleeveless Solid Maxi Long Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BV0XFHS,eDressit 2013 New Stylish Strapless Evening Dress (00120514),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0023ZVIUQ,Hanes Women's 100% Cotton Lined Wire Free Bra (2 Pack),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00AZYFJYS,"Bardot Women's Lopez Dress, Lime, X-Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00FGLEZ6I,Kensie Women's Chilled Out Longsleeve Sleep Top,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00H6LN6XE,Celebrity style women's black criss-cross bodycon bandage dress 33&quot; tall,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B006UCQXRG,Ever Pretty Sexy Double V-neck Ruched Cocktail Dress 00279,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CZGIWMU,G2 Chic Women's Party Dress with Chiffon Accents and Sweetheart Neckline,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00EYZIJZ0,Panache Women's Tango Accenti Balconnet Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B007JX9DO0,HolyClothing Women's Ena Empire Waist Satin Lace Renaissance Gothic Sun Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00DM2G2C8,Anne Klein Women's Plus-Size Leather Sleeve Pleated Matte Jersey Sheath Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B001NXBQS8,Vanity Fair Body Sleeks Age Defying Full Coverage Contour Bra (75270),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0040PK3DK,SPANX - In-Power Line Super High Footless Shaper - Nude,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B002KPE3SS,Georgia Bulldogs UGA NCAA Ladies Nightshirt Sleepwear With Carrying Bag Large / Xlarge,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00AEBAJU6,"G2 Chic Sleeveless Pleated Belted Bodycon Dress(DRS-EVP,LBN-M)","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00J4NCRBE,Jessica Howard Women's Stretch Jacket Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00EXU1SOU,Carefix Women's Bianca Cotton Comfort Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00FPIZXRM,"London Times Women's Elbow Sleeve Color Block Sheath, Blue Combo, 8","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00DNVJJ8W,Little Hand Sexy Womens V Neck Button Front Long Sleeve Clubwear Party Mini Dresses Black M,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00B1OTDPW,Landybridal Women's Flower Corset A-line Knee Length Satin Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BIY01EW,Tiana B Women's Abstract Animal-Printed Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00GMUQ5LU,ROMEO &amp; JULIET COUTURE Women's One-Shoulder Beaded Dress [RJDYJM1767],"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00D3I8NDC,Heavenly Shapewear Women's Molded Cup Medium Control Camisole,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00I5T1QAG,Sanctuarie Designs Women's /3x Tall/Black Satin Nightgown Robe W Hot Pink Lace Trim Plus Size Supersize Set/3x Tall/BLACK.SATIN-With-HOT.PINK-Lace-Trim/,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00EXJ29W6,Lilyette Women's Magnificent Beauty Minimizer,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B005W2G4HY,"Alice &amp; Trixie Women's Kaitlyn Strapless Dress, Moroccan Tile Sunshine, X-Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B003R0LF0O,Natori Women's Lhasa Pajama Set,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B001GCUW3Q,Playtex Women's Active Lifestyle Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00FC97I54,La Leela 100% Cotton Stripe Printed Sleepwear Plus Size Long Kaftan Caftan,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00BBSSTHG,Barely There Women's Customflex Fit Everyday Push-up Wirefree Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B004A7XXRQ,"Fruit of the Loom Women's Briefs, Pack of 6 - Assorted","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00E1Y17U8,Karen Kane Women's Interlock Print A-Line Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00DX5WOUI,"Dana Kay Women's 2 Piece Sheath Dress and Jacket Set, Green/Black, 12","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CNGCRPA,Pinkclubwear Asymmetric Mesh Panel Color Block Tank Maxi Dress-Mint-Medium,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00GOMAN8C,Long sweater dress w/hoodie and kangaroo pouch,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00B0QYS56,Faironly Zm3 Homecoming Mini Party Cocktail Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00DI6N4FQ,"Karen Kane Women's Sleeveless Panel Dress, Black/Beige, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00AA6F932,Ever Pretty Ruffles Padded Sexy V-neck High Low Bridesmaid Wedding Dress 03644,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B005A1JXDE,"Wacoal Women's Opulence Contour T-Shirt Bra, Plum/Fuchsia, 36B","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DWPEIVM,Miusol Women's Block Striped Bodycon Pencil Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0012ZIA54,Playtex Secrets Women's Seamless Cottony Underwire Bra # 4415,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00A0KVW52,Spa &amp; Resort Hooded Terry Velour Bathrobe. Available in Colors,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0012ZGK74,Playtex Secrets Women's Seamless Cottony Underwire Bra # 4415,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00ATE9UGW,Nightshirt Peach Dot Hearts LG,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00D490AHC,Blue with White Stars Sports Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0094N8PX8,GEORGE BRIDE Women's V-Neck Capped Sleeves All-Over Lace Applique Gown,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B008CV6D6O,Ever Pretty Flowers Chiffon Spaghetti Straps Ruffles NWT Prom Gown 09675,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CDREPYU,Bslingerie Womens Black Full Steel Boned Hook Up Boned Corset,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00858G64S,Lilla P Women's Jersey Short-Sleeve Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B003O85TQK,"Flexees by Maidenform Women's W.Y.O.B. Hi-Waist Pant Liner,Black,XX-Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00COGLVCO,I-Glam Women's Steel Floral Corset Lace Up Boned Overbust Top Bustier,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00BKRNGIU,Ever Pretty Padded One Shoulder Flower Rhinestones Evening Dress 09869,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00ECYDY1M,eShakti Women's Layered surplice cotton check dress M-10 Tall Rust/brown/cream/gray,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0006MMW4O,Chantelle Senso T-Shirt Bra (2701) 36A/Sand,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B005QKE1GI,Jezebel Shimmer Tuxedo Sequence Chemise (89370) S/Black Ice,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DE6MIJ8,Jr Plus Size Lace Shoulder Strap Black Maxi Dress (1x),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00GWC8HSM,Tiana B Women's Cotton Cap-Sleeve Dress with Wide Banded Waist,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00HGH2422,Hanes PP40AD Women's No Ride Up Cotton Brief 6-Pack,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00CDZN38Q,Sakkas Stonewashed Empire Waist Simple Floral Striped Crepe Handkerchief Hem Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00A67G26S,"As U Wish Juniors Pleated Dress, Beige, 7","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00065WJGC,Classique Romantic Camisole Pocket Bra #765SE,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00D82ET22,La Isla Women's Sleek Soft Touch Lace Trim Panty Boxer Boyshorts,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B000LVMDNU,Ardyss Girdle - Body Shaper Pantie Style 25,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DMEG1WW,Sakkas Stonewashed Rayon Embroidered Adjustable Spaghetti Straps Mid Length Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00GJ0U1KE,MOD 20 Women's Tulip Skirt Long Sleeve Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00APT5NV2,LoveFifi Women's The Natural Woman Demi Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00GN66N24,Long sleeve turtle neck fitted dress w/decorative stretch belt,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CE5D0LA,Maidenform Womens Dream W Lace Bikini Panty,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0081TZNVS,100% Silk Satin Pajama Set By Mary Green,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00997L71G,Hot from Hollywood Women's Sleeveless Rhinestone Empire Waist Sheer Party Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00HYT3N7C,Sheinside Blue Long Sleeve Contrast Eyelash Lace Mesh Pencil Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B002T1FVB6,Moving Comfort Women's Juno Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00FDK5JUI,Kattee Office Lady Square Neck Cap Sleeve Career Vintage Bodycon Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0001LMRH2,Natori Women's Reflex Full Fit Underwire Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B009T5CLUY,Panache Tallulah Bikini Swim Top (SW0742),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0051BZ5L2,"Logo Empire Tie Back Button Strap Square Neck Mini Dress Brown UK 14, US 12","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0007YMYYY,Rapport Underwire bra 40G (label 40F)/White,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00B1GTJQI,Flying Tomato Women's Bohemian Embroidered Dress Small Camel,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00JOFPXR2,Begumqueen evening dress prom dress ball gown Women's New Strapless Ruched bodice,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00JFN3RQM,ANDI ROSE Sexy Women Lingerie Dressing Nightgown Bath Robe Babydoll Sleepwear,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00I3EMKKI,Lindy Bop 'Audrey' Hepburn Style Vintage 1950's Pastel Rockabilly Swing Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00AMYTVRC,Donna Morgan Women's Set-In Waist Lace Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00AOHEY24,"Evan Picone Women's Sleeveless Floral Dress, Clementine Combo, 12","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00EHQKGMK,"143Fashion Ladies Fashion Dress w/ Front and Back Mesh Cut Out, Black, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B009N9YW9O,"Parker Women's Beaded Tank Dress, Black, Medium","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00AA30UFC,Yimei Women's Bamboo Fiber Boxer Brief Underwear,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00D06XYK4,"Jack Juniors Dresden Great Escape Printed Textured Woven Dress, Tyrian Purple, 6","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00KVW210E,Maya Element Women's Boho Foral Print Sleeveless Dress Peacock Jo9016,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
